order_id,customer_id,order_date,signup_date,product_name,category,price,quantity,discount,total_revenue,payment_method,status,country,city,age,device_type
ORD002948,CUST1884,2025-04-27,2025-01-30,Novel - Pro,Electronics,111.16,1,0.06,104.4904,PayPal,Delivered,Australia,New York,41.0,Mobile
ORD008981,CUST1498,2025-12-30,2025-07-16,Coffee Maker - Premium,Books,99.78,2,0.17,165.63479999999998,Credit Card,Delivered,Australia,Paris,32.0,Mobile
ORD000666,CUST4654,2025-05-22,2024-10-21,iPhone 16 - Premium,Electronics,64.82,7,0.29,322.15539999999993,Credit Card,Pending,Germany,Mumbai,18.0,Mobile
ORD004282,CUST9945,2025-02-03,2024-08-12,Novel - Pro,Home & Garden,98.69,1,0.2,78.952,Credit Card,Delivered,Australia,,37.0,Mobile
ORD008805,CUST8380,2025-01-29,2024-09-21,Coffee Maker - Premium,Electronics,227.36,3,0.11,607.0512,Credit Card,Cancelled,USA,Toronto,49.0,Desktop
ORD003092,CUST7668,2025-01-28,2024-11-22,Coffee Maker - Pro,Fashion,236.69,2,0.12,416.5744,PayPal,Delivered,Australia,New York,28.0,Mobile
ORD004329,CUST1850,2025-08-11,2025-01-23,iPhone 16 - Premium,Electronics,45.78,1,0.16,38.4552,Credit Card,Delivered,UK,New York,41.0,Mobile
ORD005416,CUST1711,2025-06-23,2025-03-26,iPhone 16 - Basic,Books,260.42,2,0.19,421.88040000000007,PayPal,Delivered,France,Sydney,33.0,Mobile
ORD000969,CUST5266,2025-08-11,2025-03-12,Coffee Maker - Premium,Home & Garden,649.49,1,0.1,584.541,Bank Transfer,Pending,Australia,Toronto,44.0,Mobile
ORD003901,CUST9600,2025-04-17,2024-05-02,Running Shoes - Pro,Electronics,1308.76,3,0.15,3337.3379999999997,Cash,Delivered,India,Mumbai,22.0,Mobile
ORD002324,CUST6666,2025-03-16,2025-01-03,Running Shoes - Premium,Home & Garden,81.52,2,0.04,156.51839999999999,Credit Card,Delivered,Brazil,Sao Paulo,18.0,Mobile
ORD004547,CUST1363,2025-01-27,2024-06-20,Novel - Premium,Fashion,136.04,3,0.27,297.9276,PayPal,Pending,Australia,Paris,55.0,Mobile
ORD004592,CUST5376,2025-10-19,2025-05-24,Novel - Pro,Sports,48.66,3,0.1,131.382,PayPal,Cancelled,USA,London,48.0,Mobile
ORD001680,CUST2677,2025-09-21,2025-06-03,T-Shirt - Premium,Electronics,1683.83,1,,1633.3150999999998,Cash,Delivered,India,Mumbai,42.0,Mobile
ORD004698,CUST8975,2025-09-28,2025-08-07,Novel - Premium,Fashion,277.16,3,0.27,606.9804,Bank Transfer,Delivered,Germany,Sao Paulo,40.0,Tablet
ORD008216,CUST1069,2025-11-26,2025-01-30,Novel - Basic,Fashion,330.5,1,0.04,317.28,Credit Card,Delivered,France,Sydney,30.0,Mobile
ORD008161,CUST6961,2025-11-27,2025-04-13,Novel - Basic,Home & Garden,184.99,2,0.26,273.78520000000003,PayPal,Cancelled,Canada,Paris,18.0,Desktop
ORD004526,CUST5160,2025-01-02,2024-11-02,T-Shirt - Basic,Fashion,214.8,2,0.29,305.016,Credit Card,Delivered,Canada,Sydney,34.0,Mobile
ORD004150,CUST3267,2025-01-05,2024-01-21,Novel - Pro,Electronics,247.92,1,0.18,203.2944,Credit Card,Delivered,Canada,Berlin,27.0,Mobile
ORD005034,CUST1117,2025-04-22,2024-12-12,Novel - Pro,Sports,203.17,2,0.28,292.5648,PayPal,Delivered,India,Mumbai,36.0,Mobile
ORD004859,CUST1729,2025-02-11,2024-08-25,Novel - Basic,Home & Garden,209.73,1,0.05,199.24349999999998,PayPal,Delivered,France,Sao Paulo,37.0,Desktop
ORD003129,CUST3026,2025-04-14,2024-12-19,Novel - Pro,Home & Garden,143.42,2,0.16,240.94559999999996,Bank Transfer,Delivered,UK,Berlin,35.0,Mobile
ORD006142,CUST1535,2025-04-06,2025-02-27,Running Shoes - Basic,Electronics,101.57,4,0.03,394.09159999999997,Credit Card,Pending,Brazil,London,22.0,Desktop
ORD003848,CUST2798,2025-06-05,2024-11-21,Running Shoes - Basic,Fashion,320.24,2,0.01,634.0752,Credit Card,Delivered,Canada,Toronto,19.0,Mobile
ORD003666,CUST1988,2025-12-12,2025-04-04,Running Shoes - Basic,Books,238.08,1,0.05,226.176,PayPal,Delivered,Brazil,Toronto,,Desktop
ORD004567,CUST3679,2025-12-23,2025-07-24,Coffee Maker - Basic,Sports,128.27,4,0.04,492.5568,Credit Card,Pending,India,New York,49.0,Desktop
ORD002967,CUST4873,2025-05-31,2025-04-16,Coffee Maker - Premium,Fashion,318.77,2,0.17,529.1582,Credit Card,Delivered,USA,London,50.0,Desktop
ORD008892,CUST5662,2025-11-13,2025-01-06,Coffee Maker - Pro,Fashion,578.6,2,0.17,960.476,PayPal,Delivered,Australia,Toronto,25.0,Mobile
ORD004246,CUST8224,2025-09-29,2025-08-25,Coffee Maker - Basic,Electronics,88.04,1,0.0,88.04,Credit Card,Delivered,USA,Sydney,18.0,Mobile
ORD006514,CUST6072,2025-05-11,2025-03-01,iPhone 16 - Pro,Fashion,185.11,3,0.15,472.0305,Bank Transfer,Delivered,USA,New York,36.0,Mobile
ORD000075,CUST2307,2025-04-16,2024-05-23,Running Shoes - Pro,Sports,140.38,2,0.26,207.76239999999999,PayPal,Delivered,Germany,Toronto,37.0,Tablet
ORD002995,CUST1425,2025-12-06,2025-08-21,Novel - Pro,Fashion,98.8,2,0.02,193.648,PayPal,Pending,Australia,New York,36.0,Tablet
ORD004277,CUST8462,2025-11-06,2025-05-21,Novel - Basic,Electronics,35.95,4,0.05,136.61,PayPal,Delivered,Germany,Paris,26.0,Desktop
ORD005879,CUST3765,2025-12-10,2025-06-15,Novel - Basic,Electronics,524.48,2,,828.6784,PayPal,Delivered,India,Sao Paulo,39.0,Mobile
ORD007546,CUST8486,2025-09-10,2025-07-21,Novel - Basic,Home & Garden,87.45,4,0.2,279.84000000000003,Credit Card,Pending,Canada,Sydney,25.0,Mobile
ORD006263,CUST5750,2025-04-02,2024-08-15,Novel - Basic,Sports,233.66,4,0.26,691.6336,Credit Card,Delivered,UK,Mumbai,21.0,Desktop
ORD000782,CUST9027,2025-07-20,2024-12-31,Running Shoes - Premium,Fashion,197.87,1,0.24,150.3812,PayPal,Pending,UK,New York,22.0,Desktop
ORD009840,CUST7291,2025-06-12,2024-10-12,Coffee Maker - Pro,Books,108.04,1,0.29,76.7084,Credit Card,Delivered,Canada,,32.0,Desktop
ORD005002,CUST9334,2025-08-21,2024-09-05,iPhone 16 - Pro,Home & Garden,318.92,2,0.01,631.4616,Bank Transfer,Delivered,France,Toronto,49.0,Mobile
ORD008438,CUST8630,2025-10-22,2025-09-05,T-Shirt - Premium,Home & Garden,3069.38,3,0.19,7458.5934,Credit Card,Delivered,Australia,Sydney,48.0,Tablet
ORD004563,CUST2478,2025-01-01,2024-03-06,Running Shoes - Premium,Fashion,390.04,2,0.01,772.2792000000001,Credit Card,Delivered,USA,Mumbai,50.0,Mobile
ORD004848,CUST7237,2025-04-01,2024-05-09,Running Shoes - Premium,Sports,979.59,1,0.15,832.6515,PayPal,Cancelled,Germany,Toronto,48.0,
ORD007468,CUST5537,2025-03-16,2024-06-17,Running Shoes - Basic,Electronics,113.09,1,0.03,109.6973,Bank Transfer,Delivered,UK,Toronto,59.0,Mobile
ORD001391,CUST7758,2025-05-01,2024-09-14,Coffee Maker - Basic,Electronics,172.06,1,0.16,144.5304,PayPal,Returned,India,London,18.0,Mobile
ORD004503,CUST4421,2025-10-29,2025-02-20,Coffee Maker - Premium,Electronics,125.56,2,0.11,223.4968,Credit Card,Delivered,Germany,New York,29.0,Mobile
ORD004571,CUST3465,2025-04-21,2025-01-13,Running Shoes - Basic,Electronics,240.84,1,0.24,183.0384,Credit Card,Delivered,Canada,Sydney,35.0,Mobile
ORD000532,CUST5904,2025-08-01,2025-04-05,T-Shirt - Basic,Books,189.94,4,0.29,539.4295999999999,PayPal,Pending,Brazil,Berlin,32.0,Tablet
ORD000972,CUST4716,2025-03-08,2024-10-31,T-Shirt - Premium,Sports,43.33,4,0.25,129.99,Credit Card,Delivered,France,Berlin,44.0,Mobile
ORD001121,CUST8639,2025-06-02,2024-08-26,T-Shirt - Pro,Home & Garden,25.5,5,0.03,123.675,Bank Transfer,Delivered,India,London,,Desktop
ORD001469,CUST1735,2025-12-10,2025-01-08,Novel - Basic,Electronics,614.91,2,0.09,1119.1362,Bank Transfer,Cancelled,Canada,Berlin,31.0,Mobile
ORD003578,CUST9607,2025-11-14,2025-06-27,T-Shirt - Basic,Fashion,113.52,3,0.3,238.392,Credit Card,Returned,France,New York,38.0,Desktop
ORD009333,CUST3161,2025-07-12,2024-11-03,T-Shirt - Basic,Home & Garden,278.26,3,0.29,592.6937999999999,Bank Transfer,Delivered,Australia,Berlin,30.0,Desktop
ORD006874,CUST1571,2025-11-16,2024-12-30,Running Shoes - Premium,Books,108.64,5,0.28,391.10400000000004,Bank Transfer,Cancelled,Brazil,Toronto,38.0,Desktop
ORD007671,CUST5044,2025-12-20,2025-06-02,T-Shirt - Pro,Electronics,125.09,2,0.11,222.6602,PayPal,Delivered,Germany,Paris,46.0,Mobile
ORD000064,CUST3765,2025-03-02,2024-12-19,T-Shirt - Premium,Electronics,23.25,3,0.17,57.8925,Credit Card,Cancelled,USA,New York,23.0,Desktop
ORD007711,CUST7954,2025-07-18,2025-03-05,Novel - Premium,Electronics,682.75,2,0.18,1119.71,Credit Card,Delivered,USA,Sydney,36.0,Mobile
ORD005397,CUST1044,2025-09-11,2024-10-10,T-Shirt - Pro,Fashion,148.67,3,0.24,338.9676,Cash,Delivered,Canada,Toronto,43.0,Mobile
ORD005303,CUST9744,2025-01-23,2024-11-14,T-Shirt - Premium,Electronics,95.03,2,0.07,176.7558,Credit Card,Delivered,Australia,Berlin,36.0,Mobile
ORD004925,CUST4745,2025-09-24,2025-06-26,iPhone 16 - Pro,Fashion,244.69,1,0.22,190.8582,Bank Transfer,Delivered,Brazil,New York,27.0,Mobile
ORD001370,CUST7145,2025-06-30,2024-12-15,Running Shoes - Premium,Sports,144.73,2,0.09,263.4086,Credit Card,Delivered,India,Mumbai,43.0,Tablet
ORD006058,CUST4795,2025-02-18,2024-12-19,iPhone 16 - Premium,Sports,26.13,1,0.04,25.084799999999998,Credit Card,Delivered,France,Paris,46.0,Mobile
ORD001221,CUST9869,2025-06-14,2025-01-24,T-Shirt - Basic,Electronics,500.06,1,0.27,365.0438,Cash,Pending,USA,Berlin,37.0,Desktop
ORD006565,CUST8034,2025-08-15,2024-12-15,Coffee Maker - Basic,Sports,99.98,1,0.17,82.9834,Bank Transfer,Pending,India,Sao Paulo,32.0,Mobile
ORD008283,CUST8127,2025-11-21,2025-08-30,iPhone 16 - Basic,Electronics,60.86,1,0.29,43.2106,Credit Card,Delivered,Brazil,Mumbai,34.0,Mobile
ORD001491,CUST8952,2025-02-09,2025-01-03,Coffee Maker - Premium,Sports,50.67,1,0.26,37.4958,PayPal,Delivered,USA,Toronto,29.0,Mobile
ORD001028,CUST6432,2025-10-31,2025-09-16,Novel - Basic,Fashion,79.97,1,0.11,71.1733,PayPal,Delivered,UK,Paris,44.0,Mobile
ORD003203,CUST3905,2025-03-22,2025-01-27,Novel - Pro,Home & Garden,107.97,2,0.23,166.2738,Credit Card,Delivered,Brazil,New York,39.0,Desktop
ORD000548,CUST5620,2025-12-14,2025-11-03,T-Shirt - Basic,Books,607.95,4,0.28,1750.896,Credit Card,Delivered,Canada,London,23.0,Mobile
ORD008235,CUST7008,2025-03-13,2024-05-23,iPhone 16 - Premium,Electronics,321.47,2,0.08,591.5048,PayPal,Delivered,Canada,London,62.0,Mobile
ORD007525,CUST8356,2025-08-26,2024-11-02,Coffee Maker - Premium,Electronics,187.75,1,0.06,176.48499999999999,Credit Card,Delivered,USA,Toronto,35.0,Tablet
ORD007201,CUST6618,2025-11-18,2025-03-29,Novel - Basic,Home & Garden,306.12,1,0.03,296.9364,Credit Card,Pending,Australia,Mumbai,40.0,Mobile
ORD006388,CUST4965,2025-09-27,2025-07-08,Novel - Basic,Home & Garden,93.81,2,0.04,180.1152,PayPal,Delivered,Australia,Mumbai,23.0,Mobile
ORD003460,CUST6949,2025-03-03,2025-01-23,iPhone 16 - Basic,Electronics,62.92,6,0.03,366.1944,Credit Card,Returned,Canada,Paris,23.0,Mobile
ORD001607,CUST7169,2025-02-13,2024-06-19,Coffee Maker - Premium,Fashion,387.06,4,0.22,1207.6272000000001,Bank Transfer,Delivered,India,London,25.0,Mobile
ORD005282,CUST9771,2025-10-24,2025-08-12,T-Shirt - Basic,Books,1290.7357890514636,2,0.23,1987.733115139254,Credit Card,Delivered,USA,Berlin,44.0,Mobile
ORD009042,CUST1081,2025-05-26,2024-07-14,Running Shoes - Premium,Fashion,306.19,8,0.03,2376.0344,PayPal,Delivered,Australia,Berlin,38.0,Mobile
ORD008049,CUST6301,2025-02-19,2024-07-16,Novel - Basic,Electronics,84.33,1,0.25,63.2475,Bank Transfer,Pending,USA,Mumbai,35.0,Desktop
ORD004459,CUST9468,2025-07-22,2025-02-13,Novel - Pro,Home & Garden,275.54,3,0.29,586.9002,Credit Card,Cancelled,UK,Mumbai,33.0,Desktop
ORD002097,CUST7734,2025-06-16,2024-10-07,Novel - Premium,Electronics,104.53,3,0.29,222.6489,Credit Card,Pending,India,New York,41.0,Tablet
ORD006310,CUST5876,2025-06-17,2025-03-29,Novel - Premium,Fashion,390.2,1,0.24,296.552,Credit Card,Delivered,India,London,52.0,Mobile
ORD004127,CUST9815,2025-04-13,2024-05-26,T-Shirt - Premium,Home & Garden,46.61,3,0.02,137.03339999999997,Credit Card,Delivered,India,Sydney,39.0,Desktop
ORD001972,CUST5993,2025-07-27,2025-06-10,Running Shoes - Basic,Fashion,69.28,4,0.18,227.2384,PayPal,Delivered,Germany,Sao Paulo,20.0,Desktop
ORD008112,CUST2141,2025-08-10,2025-06-03,iPhone 16 - Pro,Electronics,63.44,1,0.11,56.4616,PayPal,Cancelled,France,Berlin,18.0,Tablet
ORD004542,CUST5828,2025-03-30,2024-12-15,Novel - Basic,Home & Garden,148.25,2,0.17,246.095,Credit Card,Cancelled,Canada,Mumbai,21.0,Mobile
ORD000206,CUST3311,2025-06-04,2024-09-16,T-Shirt - Premium,Electronics,24.02,3,0.18,59.089200000000005,Cash,Delivered,Germany,Mumbai,19.0,Mobile
ORD003596,CUST4795,2025-01-16,2024-07-19,Coffee Maker - Basic,Fashion,53.73,1,0.16,45.133199999999995,Credit Card,Delivered,UK,Berlin,47.0,Desktop
ORD004337,CUST7762,2025-12-14,2025-02-14,Coffee Maker - Premium,Home & Garden,95.51,2,0.12,168.0976,PayPal,Pending,Brazil,Toronto,35.0,Mobile
ORD003697,CUST3219,2025-08-08,2024-09-02,iPhone 16 - Pro,Sports,966.71,2,0.23,1488.7334,Credit Card,Delivered,Australia,Berlin,18.0,Mobile
ORD003409,CUST2979,2025-05-17,2024-05-18,iPhone 16 - Pro,Electronics,114.79,4,0.27,335.1868,PayPal,Delivered,India,Mumbai,34.0,Desktop
ORD007995,CUST7632,2025-12-22,2025-10-30,Novel - Basic,Home & Garden,89.58,1,0.28,64.49759999999999,PayPal,Delivered,Canada,New York,44.0,Mobile
ORD005010,CUST8343,2025-10-19,2025-04-19,T-Shirt - Premium,Electronics,139.16,1,0.11,123.8524,Credit Card,Delivered,France,Mumbai,28.0,Mobile
ORD005941,CUST7342,2025-05-03,2024-09-21,Novel - Basic,Fashion,45.91,1,0.17,38.10529999999999,Bank Transfer,Pending,UK,London,22.0,Mobile
ORD005337,CUST9071,2025-01-13,2024-02-20,Running Shoes - Premium,Electronics,681.24,1,0.18,558.6168,Credit Card,Pending,India,Sao Paulo,36.0,Desktop
ORD004788,CUST5110,2025-10-07,2025-05-16,Running Shoes - Basic,Fashion,27.19,4,0.04,104.4096,Credit Card,Delivered,Germany,Sydney,35.0,Mobile
ORD003053,CUST6837,2025-10-28,2024-11-21,Running Shoes - Premium,Sports,37.29,2,0.01,73.8342,Cash,Delivered,Canada,Toronto,18.0,Mobile
ORD008818,CUST2537,2025-07-01,2024-07-29,Coffee Maker - Basic,Electronics,160.9,6,0.17,801.282,PayPal,Cancelled,UK,Paris,58.0,Desktop
ORD000220,CUST7779,2025-11-02,2025-04-22,Coffee Maker - Basic,Electronics,139.79,2,0.24,212.4808,PayPal,Delivered,France,Mumbai,42.0,Desktop
ORD008132,CUST6777,2025-02-09,2024-07-26,Running Shoes - Premium,Fashion,56.25,5,0.2,225.0,Credit Card,Delivered,UK,Sydney,48.0,Desktop
ORD006716,CUST9444,2025-06-14,2025-05-07,Running Shoes - Pro,Sports,350.6,3,0.28,757.296,Bank Transfer,Delivered,UK,Berlin,34.0,Tablet
ORD000351,CUST8774,2025-03-15,2024-12-08,T-Shirt - Basic,Home & Garden,129.22,3,0.19,314.0046,Credit Card,Delivered,Canada,Berlin,18.0,Mobile
ORD004651,CUST6918,2025-05-25,2024-08-06,Running Shoes - Premium,Electronics,73.64,2,0.14,126.6608,Credit Card,Pending,France,London,58.0,Mobile
ORD008336,CUST1595,2025-04-23,2024-05-21,Running Shoes - Pro,Sports,55.29,1,0.29,39.2559,Credit Card,Delivered,USA,Sao Paulo,18.0,Mobile
ORD008279,CUST2374,2025-04-19,2024-05-17,Novel - Basic,Electronics,170.48,1,0.08,156.8416,PayPal,Pending,Australia,Mumbai,,Mobile
ORD001747,CUST9480,2025-07-01,2024-12-05,Coffee Maker - Pro,Electronics,37.52,1,0.28,27.014400000000002,Credit Card,Returned,Canada,Berlin,57.0,Mobile
ORD009115,CUST6351,2025-03-10,2024-10-01,T-Shirt - Basic,Fashion,79.29,2,0.12,139.55040000000002,Credit Card,Delivered,India,Sydney,19.0,Desktop
ORD008907,CUST5582,2025-10-11,2024-12-12,T-Shirt - Premium,Books,328.93,2,0.13,572.3382,Credit Card,Delivered,UK,London,,Tablet
ORD005193,CUST3706,2025-09-28,2025-03-30,Novel - Basic,Electronics,170.03,1,0.25,127.52250000000001,PayPal,Delivered,India,Berlin,19.0,Desktop
ORD002574,CUST2801,2025-06-10,2025-01-03,T-Shirt - Basic,Electronics,152.65,3,0.17,380.0985,Credit Card,Cancelled,USA,New York,44.0,Mobile
ORD001325,CUST6067,2025-02-15,2024-03-07,Running Shoes - Premium,Sports,187.27,2,0.28,269.66880000000003,PayPal,Delivered,Germany,London,18.0,Mobile
ORD007247,CUST8893,2025-12-02,2025-06-08,iPhone 16 - Premium,Electronics,128.29,1,0.17,106.48069999999998,Credit Card,Delivered,India,London,39.0,Mobile
ORD007278,CUST5313,2025-04-04,2024-08-05,iPhone 16 - Basic,Home & Garden,273.73,1,,257.3062,PayPal,Delivered,Brazil,London,30.0,Desktop
